file_path,team1,team2,date
dt\csv2\264068.csv,Bangladesh,Zimbabwe,2006-12-03
dt\csv2\264069.csv,Bangladesh,Zimbabwe,2006-12-05
dt\csv2\264070.csv,Bangladesh,Zimbabwe,2006-12-08
dt\csv2\264071.csv,Bangladesh,Zimbabwe,2006-12-09
dt\csv2\267386.csv,Bermuda,Canada,2007-02-02
dt\csv2\267387.csv,Bermuda,Netherlands,2007-02-04
dt\csv2\267389.csv,Kenya,Scotland,2007-02-04
dt\csv2\267391.csv,Kenya,Canada,2007-02-05
dt\csv2\267708.csv,India,West Indies,2007-01-27
dt\csv2\267709.csv,India,West Indies,2007-01-31
dt\csv2\267710.csv,India,Sri Lanka,2007-02-08
dt\csv2\267712.csv,India,Sri Lanka,2007-02-11
dt\csv2\267713.csv,India,Sri Lanka,2007-02-17
dt\csv2\267715.csv,India,Sri Lanka,2007-02-14
dt\csv2\275789.csv,Scotland,India,2007-08-16
dt\csv2\282688.csv,Bangladesh,India,2007-05-10
dt\csv2\282689.csv,Bangladesh,India,2007-05-12
dt\csv2\289107.csv,Africa XI,Asia XI,2007-06-06
dt\csv2\289108.csv,Africa XI,Asia XI,2007-06-09
dt\csv2\289110.csv,Africa XI,Asia XI,2007-06-10
dt\csv2\291217.csv,Sri Lanka,England,2007-10-01
dt\csv2\291218.csv,Sri Lanka,England,2007-10-04
dt\csv2\291220.csv,Sri Lanka,England,2007-10-10
dt\csv2\291221.csv,Sri Lanka,England,2007-10-13
dt\csv2\291345.csv,Australia,New Zealand,2007-12-14
dt\csv2\291346.csv,Australia,New Zealand,2007-12-16
dt\csv2\291347.csv,Australia,New Zealand,2007-12-20
dt\csv2\291359.csv,Australia,India,2008-02-03
dt\csv2\291360.csv,India,Sri Lanka,2008-02-05
dt\csv2\291361.csv,Australia,Sri Lanka,2008-02-08
dt\csv2\291362.csv,Australia,India,2008-02-10
dt\csv2\291364.csv,Australia,Sri Lanka,2008-02-15
dt\csv2\291365.csv,Australia,India,2008-02-17
dt\csv2\291366.csv,India,Sri Lanka,2008-02-19
dt\csv2\291367.csv,Australia,Sri Lanka,2008-02-22
dt\csv2\291368.csv,Australia,India,2008-02-24
dt\csv2\291369.csv,India,Sri Lanka,2008-02-26
dt\csv2\291370.csv,Australia,Sri Lanka,2008-02-29
dt\csv2\291371.csv,Australia,India,2008-03-02
dt\csv2\291372.csv,Australia,India,2008-03-04
dt\csv2\293071.csv,Ireland,India,2007-06-23
dt\csv2\293072.csv,Ireland,South Africa,2007-06-24
dt\csv2\293076.csv,India,South Africa,2007-06-26
dt\csv2\293077.csv,India,South Africa,2007-06-29
dt\csv2\293078.csv,India,South Africa,2007-07-01
dt\csv2\293481.csv,Sri Lanka,Bangladesh,2007-07-20
dt\csv2\293482.csv,Sri Lanka,Bangladesh,2007-07-23
dt\csv2\293483.csv,Sri Lanka,Bangladesh,2007-07-25
dt\csv2\295785.csv,Netherlands,Scotland,2007-07-13
dt\csv2\295788.csv,Ireland,West Indies,2007-07-14
dt\csv2\296685.csv,Kenya,Canada,2007-10-18
dt\csv2\296687.csv,Kenya,Canada,2007-10-20
dt\csv2\296904.csv,England,New Zealand,2008-06-15
dt\csv2\296905.csv,England,New Zealand,2008-06-18
dt\csv2\296906.csv,England,New Zealand,2008-06-21
dt\csv2\296907.csv,England,New Zealand,2008-06-25
dt\csv2\296908.csv,England,New Zealand,2008-06-28
dt\csv2\296914.csv,England,South Africa,2008-08-22
dt\csv2\296915.csv,England,South Africa,2008-08-26
dt\csv2\296916.csv,England,South Africa,2008-08-29
dt\csv2\296917.csv,England,South Africa,2008-08-31
dt\csv2\296918.csv,England,South Africa,2008-09-03
dt\csv2\297793.csv,India,Australia,2007-09-29
dt\csv2\297794.csv,India,Australia,2007-10-02
dt\csv2\297795.csv,India,Australia,2007-10-05
dt\csv2\297796.csv,India,Australia,2007-10-08
dt\csv2\297797.csv,India,Australia,2007-10-11
dt\csv2\297798.csv,India,Australia,2007-10-14
dt\csv2\297799.csv,India,Australia,2007-10-17
dt\csv2\297801.csv,India,Pakistan,2007-11-05
dt\csv2\297802.csv,India,Pakistan,2007-11-08
dt\csv2\297803.csv,India,Pakistan,2007-11-11
dt\csv2\297804.csv,India,Pakistan,2007-11-15
dt\csv2\297805.csv,India,Pakistan,2007-11-18
dt\csv2\298796.csv,South Africa,New Zealand,2007-11-25
dt\csv2\298797.csv,South Africa,New Zealand,2007-11-30
dt\csv2\298798.csv,South Africa,New Zealand,2007-12-02
dt\csv2\298805.csv,South Africa,West Indies,2008-01-20
dt\csv2\298806.csv,South Africa,West Indies,2008-01-25
dt\csv2\298807.csv,South Africa,West Indies,2008-01-27
dt\csv2\298808.csv,South Africa,West Indies,2008-02-01
dt\csv2\298809.csv,South Africa,West Indies,2008-02-03
dt\csv2\299006.csv,Pakistan,South Africa,2007-10-18
dt\csv2\299007.csv,Pakistan,South Africa,2007-10-20
dt\csv2\299008.csv,Pakistan,South Africa,2007-10-23
dt\csv2\299009.csv,Pakistan,South Africa,2007-10-26
dt\csv2\299010.csv,Pakistan,South Africa,2007-10-29
dt\csv2\300426.csv,New Zealand,Bangladesh,2007-12-26
dt\csv2\300427.csv,New Zealand,Bangladesh,2007-12-28
dt\csv2\300428.csv,New Zealand,Bangladesh,2007-12-31
dt\csv2\300437.csv,New Zealand,England,2008-02-09
dt\csv2\300438.csv,New Zealand,England,2008-02-12
dt\csv2\300439.csv,New Zealand,England,2008-02-15
dt\csv2\300440.csv,New Zealand,England,2008-02-20
dt\csv2\300441.csv,New Zealand,England,2008-02-23
dt\csv2\300486.csv,Zimbabwe,South Africa,2007-08-22
dt\csv2\300487.csv,Zimbabwe,South Africa,2007-08-25
dt\csv2\300488.csv,Zimbabwe,South Africa,2007-08-26
dt\csv2\313992.csv,Kenya,Bermuda,2007-10-25
dt\csv2\313993.csv,Kenya,Bermuda,2007-10-27
dt\csv2\313994.csv,Kenya,Bermuda,2007-10-28
dt\csv2\317578.csv,Zimbabwe,West Indies,2007-11-30
dt\csv2\317579.csv,Zimbabwe,West Indies,2007-12-02
dt\csv2\317581.csv,Zimbabwe,West Indies,2007-12-07
dt\csv2\319134.csv,West Indies,Sri Lanka,2008-04-10
dt\csv2\319135.csv,West Indies,Sri Lanka,2008-04-12
dt\csv2\319136.csv,West Indies,Sri Lanka,2008-04-15
dt\csv2\319143.csv,West Indies,Australia,2008-06-24
dt\csv2\319144.csv,West Indies,Australia,2008-06-27
dt\csv2\319145.csv,West Indies,Australia,2008-06-29
dt\csv2\319146.csv,West Indies,Australia,2008-07-04
dt\csv2\319147.csv,West Indies,Australia,2008-07-06
dt\csv2\323949.csv,Bangladesh,South Africa,2008-03-09
dt\csv2\323950.csv,Bangladesh,South Africa,2008-03-12
dt\csv2\323951.csv,Bangladesh,South Africa,2008-03-14
dt\csv2\325569.csv,Canada,Bermuda,2008-06-29
dt\csv2\325572.csv,Scotland,Kenya,2008-08-12
dt\csv2\325576.csv,Ireland,Kenya,2008-08-25
dt\csv2\325579.csv,Netherlands,Scotland,2008-07-29
dt\csv2\325580.csv,Ireland,Scotland,2008-07-31
dt\csv2\325581.csv,Ireland,Zimbabwe,2008-10-17
dt\csv2\325800.csv,Pakistan,Zimbabwe,2008-01-21
dt\csv2\325801.csv,Pakistan,Zimbabwe,2008-01-24
dt\csv2\325802.csv,Pakistan,Zimbabwe,2008-01-27
dt\csv2\325803.csv,Pakistan,Zimbabwe,2008-01-30
dt\csv2\325804.csv,Pakistan,Zimbabwe,2008-02-02
dt\csv2\335346.csv,Bangladesh,United Arab Emirates,2008-06-24
dt\csv2\335347.csv,Pakistan,Hong Kong,2008-06-24
dt\csv2\335348.csv,Bangladesh,Sri Lanka,2008-06-25
dt\csv2\335349.csv,Hong Kong,India,2008-06-25
dt\csv2\335350.csv,Sri Lanka,United Arab Emirates,2008-06-26
dt\csv2\335351.csv,Pakistan,India,2008-06-26
dt\csv2\335352.csv,Bangladesh,India,2008-06-28
dt\csv2\335353.csv,Pakistan,Sri Lanka,2008-06-29
dt\csv2\335354.csv,Bangladesh,Sri Lanka,2008-06-30
dt\csv2\335355.csv,Pakistan,India,2008-07-02
dt\csv2\335356.csv,India,Sri Lanka,2008-07-03
dt\csv2\335357.csv,Pakistan,Bangladesh,2008-07-04
dt\csv2\335358.csv,India,Sri Lanka,2008-07-06
dt\csv2\336201.csv,Australia,Bangladesh,2008-08-30
dt\csv2\336202.csv,Australia,Bangladesh,2008-09-03
dt\csv2\336204.csv,Australia,Bangladesh,2008-09-06
dt\csv2\343732.csv,Sri Lanka,India,2008-08-18
dt\csv2\343733.csv,Sri Lanka,India,2008-08-20
dt\csv2\343734.csv,Sri Lanka,India,2008-08-24
dt\csv2\343736.csv,Sri Lanka,India,2008-08-29
dt\csv2\343759.csv,Pakistan,Bangladesh,2008-04-08
dt\csv2\343760.csv,Pakistan,Bangladesh,2008-04-11
dt\csv2\343761.csv,Pakistan,Bangladesh,2008-04-13
dt\csv2\343762.csv,Pakistan,Bangladesh,2008-04-16
dt\csv2\343763.csv,Pakistan,Bangladesh,2008-04-19
dt\csv2\345468.csv,Bangladesh,Pakistan,2008-06-08
dt\csv2\345469.csv,India,Pakistan,2008-06-10
dt\csv2\345470.csv,Bangladesh,India,2008-06-12
dt\csv2\345471.csv,India,Pakistan,2008-06-14
dt\csv2\350043.csv,England,Australia,2009-09-04
dt\csv2\350044.csv,England,Australia,2009-09-06
dt\csv2\350045.csv,England,Australia,2009-09-09
dt\csv2\350046.csv,England,Australia,2009-09-12
dt\csv2\350047.csv,England,Australia,2009-09-15
dt\csv2\350048.csv,England,Australia,2009-09-17
dt\csv2\350049.csv,England,Australia,2009-09-20
dt\csv2\350348.csv,South Africa,Bangladesh,2008-11-07
dt\csv2\350477.csv,South Africa,Australia,2009-04-03
dt\csv2\350478.csv,South Africa,Australia,2009-04-05
dt\csv2\350479.csv,South Africa,Australia,2009-04-09
dt\csv2\350480.csv,South Africa,Australia,2009-04-13
dt\csv2\350481.csv,South Africa,Australia,2009-04-17
dt\csv2\351684.csv,Australia,South Africa,2009-01-16
dt\csv2\351685.csv,Australia,South Africa,2009-01-18
dt\csv2\351686.csv,Australia,South Africa,2009-01-23
dt\csv2\351687.csv,Australia,South Africa,2009-01-26
dt\csv2\351688.csv,Australia,South Africa,2009-01-30
dt\csv2\351689.csv,Australia,New Zealand,2009-02-01
dt\csv2\351690.csv,Australia,New Zealand,2009-02-06
dt\csv2\351691.csv,Australia,New Zealand,2009-02-08
dt\csv2\351692.csv,Australia,New Zealand,2009-02-10
dt\csv2\351693.csv,Australia,New Zealand,2009-02-13
dt\csv2\352665.csv,West Indies,England,2009-03-20
dt\csv2\352666.csv,West Indies,England,2009-03-22
dt\csv2\352667.csv,West Indies,England,2009-03-27
dt\csv2\352668.csv,West Indies,England,2009-03-29
dt\csv2\352669.csv,West Indies,England,2009-04-03
dt\csv2\360800.csv,South Africa,Kenya,2008-10-31
dt\csv2\361043.csv,India,England,2008-11-14
dt\csv2\361044.csv,India,England,2008-11-17
dt\csv2\361045.csv,India,England,2008-11-20
dt\csv2\361046.csv,India,England,2008-11-23
dt\csv2\361047.csv,India,England,2008-11-26
dt\csv2\366341.csv,Sri Lanka,India,2008-08-27
dt\csv2\366623.csv,New Zealand,India,2009-03-03
dt\csv2\366624.csv,New Zealand,India,2009-03-11
dt\csv2\366625.csv,New Zealand,India,2009-03-14
dt\csv2\366626.csv,New Zealand,India,2009-03-06
dt\csv2\366627.csv,New Zealand,India,2009-03-08
dt\csv2\366709.csv,New Zealand,West Indies,2008-12-31
dt\csv2\366711.csv,New Zealand,West Indies,2009-01-07
dt\csv2\374059.csv,Pakistan,West Indies,2008-11-12
dt\csv2\374060.csv,Pakistan,West Indies,2008-11-14
dt\csv2\375456.csv,Zimbabwe,Sri Lanka,2008-11-20
dt\csv2\375457.csv,Zimbabwe,Sri Lanka,2008-11-22
dt\csv2\375460.csv,Zimbabwe,Sri Lanka,2008-11-24
dt\csv2\375462.csv,Zimbabwe,Sri Lanka,2008-11-30
dt\csv2\377313.csv,West Indies,India,2009-06-26
dt\csv2\377314.csv,West Indies,India,2009-06-28
dt\csv2\377315.csv,West Indies,India,2009-07-03
dt\csv2\377316.csv,West Indies,India,2009-07-05
dt\csv2\378753.csv,Bangladesh,Zimbabwe,2009-01-10
dt\csv2\378755.csv,Bangladesh,Sri Lanka,2009-01-14
dt\csv2\378759.csv,Bangladesh,Zimbabwe,2009-01-23
dt\csv2\380715.csv,England,West Indies,2009-05-24
dt\csv2\380716.csv,England,West Indies,2009-05-26
dt\csv2\383275.csv,Ireland,England,2009-08-27
dt\csv2\385025.csv,Kenya,Zimbabwe,2009-01-31
dt\csv2\385749.csv,Pakistan,Sri Lanka,2009-01-20
dt\csv2\385750.csv,Pakistan,Sri Lanka,2009-01-21
dt\csv2\385751.csv,Pakistan,Sri Lanka,2009-01-24
dt\csv2\386530.csv,Sri Lanka,India,2009-01-28
dt\csv2\386531.csv,Sri Lanka,India,2009-01-31
dt\csv2\386532.csv,Sri Lanka,India,2009-02-03
dt\csv2\386533.csv,Sri Lanka,India,2009-02-05
dt\csv2\386534.csv,Sri Lanka,India,2009-02-08
dt\csv2\387566.csv,South Africa,England,2009-11-22
dt\csv2\387567.csv,South Africa,England,2009-11-27
dt\csv2\387568.csv,South Africa,England,2009-11-29
dt\csv2\390204.csv,Ireland,Scotland,2009-04-01
dt\csv2\390227.csv,Canada,Scotland,2009-04-08
dt\csv2\392616.csv,Australia,Pakistan,2009-04-22
dt\csv2\392617.csv,Australia,Pakistan,2009-04-24
dt\csv2\392618.csv,Australia,Pakistan,2009-04-27
dt\csv2\392619.csv,Australia,Pakistan,2009-05-01
dt\csv2\392620.csv,Australia,Pakistan,2009-05-03
dt\csv2\401073.csv,West Indies,Bangladesh,2009-07-26
dt\csv2\401074.csv,West Indies,Bangladesh,2009-07-28
dt\csv2\401075.csv,West Indies,Bangladesh,2009-07-31
dt\csv2\403370.csv,Sri Lanka,Pakistan,2009-07-30
dt\csv2\403371.csv,Sri Lanka,Pakistan,2009-08-01
