venue,start_date,latitude,longitude,temperature,precipitation,wind_speed
Harare Sports Club,2004-05-27,-17.815,31.0456,14.8,,
Shere Bangla National Stadium,2010-12-01,23.75,90.4,22.3,,5.7
Maharashtra Cricket Association Stadium,2013-10-13,18.5239,73.8555,24.7,0.0,
Harare Sports Club,2016-06-11,-17.815,31.0456,14.4,,8.4
Queens Sports Club,2014-08-19,-20.1692,28.5869,,,
Sophia Gardens,2016-07-02,51.4883,-3.1917,13.8,,25.5
National Stadium,2008-07-03,12.0554,-61.7513,,,
"Boland Park, Paarl",2023-12-21,-33.7225,18.9389,22.6,0.0,18.2
"Kensington Oval, Bridgetown, Barbados",2023-07-29,13.1036,-59.6197,27.0,11.8,21.6
Melbourne Cricket Ground,2016-12-09,-37.822,144.9635,13.8,8.6,22.8
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2011-08-16,6.9389,81.0331,15.9,8.9,
"Narendra Modi Stadium, Ahmedabad",2023-11-19,23.0217,72.5605,24.8,0.0,5.9
Eden Park,2013-02-23,-36.8427,174.766,20.1,0.0,9.0
Mannofield Park,2019-08-17,57.1436,-2.1181,15.1,0.2,17.1
"Vidarbha Cricket Association Stadium, Jamtha",2017-10-01,18.9389,72.8258,30.4,0.0,8.9
Pallekele International Cricket Stadium,2012-11-06,7.4833,80.65,26.3,5.6,
Old Hararians,2018-03-12,-17.8306,31.0467,17.5,17.0,
Himachal Pradesh Cricket Association Stadium,2017-12-10,31.6439,77.2182,,,
Shere Bangla National Stadium,2012-03-22,23.75,90.4,29.8,,10.6
Westpac Stadium,2009-01-07,-41.2885,174.7806,18.4,0.0,38.8
Shere Bangla National Stadium,2011-12-03,23.75,90.4,24.0,,2.1
Melbourne Cricket Ground,2015-02-22,-37.822,144.9635,25.9,2.7,16.5
Wankhede Stadium,2011-03-18,18.9389,72.8258,28.4,,
"Sardar Patel Stadium, Motera",2011-03-04,18.9389,72.8258,27.6,,
Willowmoore Park,2016-09-27,34.0087,-118.478,28.1,0.0,11.2
"Southend Club Cricket Stadium, Karachi",2022-06-03,24.9067,67.0619,30.9,0.0,21.6
"Civil Service Cricket Club, Stormont",2019-07-07,54.6028,-5.9337,14.2,0.0,11.5
Allan Border Field,2020-10-05,-18.9389,149.1644,,,
Harare Sports Club,2005-09-04,-17.815,31.0456,19.6,,
Harare Sports Club,2015-07-10,-17.815,31.0456,13.9,,
Dubai International Cricket Stadium,2010-11-05,18.9389,72.8258,28.7,2.0,
Holkar Cricket Stadium,2017-09-24,23.0206,75.8726,25.1,,
Riverside Ground,2019-06-28,18.52,73.8564,23.7,72.9,
"Kennington Oval, London",2003-06-20,51.4862,-0.1258,17.8,0.0,15.4
Lord's,2010-07-03,51.5311,-0.2008,20.0,0.3,10.8
Shere Bangla National Stadium,2015-04-22,23.75,90.4,27.8,6.1,19.4
Sector 16 Stadium,2007-10-08,18.5286,72.8677,,,
"Observatory Lane, Rathmines",2013-07-17,,,,,
Rangiri Dambulla International Stadium,2003-05-23,7.89,80.8,,,
Rangiri Dambulla International Stadium,2013-02-24,7.89,80.8,,,
Shere Bangla National Stadium,2007-05-10,23.75,90.4,,,
Bay Oval,2019-01-28,-37.6894,176.1642,,,
Old Trafford,2010-06-27,53.4627,-2.291,18.9,,
Hagley Oval,2015-12-28,-43.5328,172.6389,16.0,0.0,29.1
Queens Sports Club,2009-08-18,-20.1692,28.5869,,,
Edgbaston,2013-06-10,52.4828,-1.8998,10.9,,10.0
New Wanderers Stadium,2017-02-04,-18.9389,30.7545,,,
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012-07-24,6.9389,81.0331,15.4,4.8,
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2005-04-05,17.6869,83.2119,,,
"Sir Vivian Richards Stadium, North Sound, Antigua",2023-12-03,17.75,-61.8,,,
Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,2007-02-17,17.7211,83.3267,,,
Gymkhana Club Ground,2007-10-25,18.9389,72.8258,30.1,,
Riverside Ground,2012-07-07,18.52,73.8564,25.6,6.1,
"Kennington Oval, London",2021-07-01,51.4862,-0.1258,17.5,0.0,7.8
Kennington Oval,2017-09-27,51.48,-0.1195,16.6,0.0,12.6
Sharjah Cricket Stadium,2015-01-13,25.2086,55.5296,18.7,0.0,11.7
Harare Sports Club,2011-09-11,-17.815,31.0456,18.5,,
M Chinnaswamy Stadium,2007-06-06,12.9694,77.6044,25.4,,
"VRA Ground, Amstelveen",2023-07-03,52.2928,4.9175,17.1,5.1,31.4
Queens Sports Club,2009-08-14,-20.1692,28.5869,,,
Brisbane Cricket Ground,2004-01-18,-27.4679,153.0269,27.1,13.2,17.0
"Wanderers Cricket Ground, Windhoek",2022-11-22,-22.5728,17.0811,23.4,0.0,11.0
Providence Stadium,2011-05-05,18.9389,72.8258,29.1,,
"Shere Bangla National Stadium, Mirpur",2023-11-04,23.8233,90.3917,28.5,0.0,1.4
Queenstown Events Centre,2008-12-31,-45.0311,168.6628,,,
"North Sydney Oval, Sydney",2024-02-10,-33.8472,151.2189,21.9,1.5,32.4
Hagley Oval,2017-12-23,-43.5328,172.6389,17.0,0.0,27.2
Pallekele International Cricket Stadium,2011-03-10,7.4833,80.65,27.8,0.0,
Manuka Oval,2015-02-24,-35.2806,149.1306,18.6,0.3,13.1
Galle International Stadium,2023-07-03,6.9289,80.2192,,,
Buffalo Park,2012-01-14,-33.0040233172,27.9182829935,17.7,3.0,
Queens Sports Club,2009-08-16,-20.1692,28.5869,,,
Reliance Stadium,2018-03-15,19.1243,72.8818,28.2,,7.6
Kinrara Academy Oval,2018-10-20,3.1236,101.6918,,,
Lord's,2019-06-29,51.5311,-0.2008,24.0,0.0,13.5
"Beausejour Stadium, Gros Islet",2011-04-23,14.0031,-60.9786,,,
Dubai International Cricket Stadium,2018-11-11,18.9389,72.8258,27.6,,2.2
Sydney Cricket Ground,2004-01-11,-33.8688,151.2093,22.8,0.0,20.0
"JSCA International Stadium Complex, Ranchi",2022-10-09,23.3713,85.3305,25.9,6.1,7.4
Khan Shaheb Osman Ali Stadium,2014-02-25,18.9389,72.8258,27.1,,
Bulawayo Athletic Club,2023-06-25,-20.1507,28.5749,14.9,,11.7
JSCA International Stadium Complex,2014-11-16,23.3711,85.3306,17.2,,
Kennington Oval,2004-09-14,51.48,-0.1195,14.9,2.0,22.8
Kennington Oval,2016-06-29,51.48,-0.1195,15.4,2.0,23.0
"Punjab Cricket Association IS Bindra Stadium, Mohali",2019-03-10,30.7219,76.7372,,,
"Forthill, Dundee",2024-07-20,56.48,-3.0078,17.1,7.4,7.6
Queens Sports Club,2018-07-16,-20.1692,28.5869,,,
Gymkhana Club Ground,2007-10-18,18.9389,72.8258,30.2,,
"MA Chidambaram Stadium, Chepauk",2011-12-11,13.0484,80.2116,26.6,0.0,
Sharjah Cricket Stadium,2014-12-12,25.2086,55.5296,21.7,0.0,10.5
"Grand Prairie Stadium, Dallas",2024-10-29,32.6667,-96.9928,25.8,0.4,24.1
Bay Oval,2014-10-21,-37.6894,176.1642,,,
R Premadasa Stadium,2011-02-26,6.9269,79.8612,27.2,0.3,
Rangiri Dambulla International Stadium,2003-05-10,7.89,80.8,,,
Queens Sports Club,2013-08-03,-20.1692,28.5869,,,
Old Trafford,2020-09-11,53.4627,-2.291,14.0,,14.7
Barabati Stadium,2014-11-02,20.4602,85.8478,25.6,,
Edgbaston,2013-06-15,52.4828,-1.8998,12.1,,21.1
Adelaide Oval,2012-02-14,-34.9285,138.6007,28.4,0.0,13.3
Rangiri Dambulla International Stadium,2010-08-13,7.89,80.8,,,
Green Park,2013-11-27,18.5209,73.8562,24.0,0.0,
Sharjah Cricket Association Stadium,2003-04-03,25.2086,55.3645,24.4,,14.2
Western Australia Cricket Association Ground,2013-02-01,-31.9286,115.8628,27.2,0.0,23.3
"Bangabandhu National Stadium, Dhaka",2003-04-21,23.75,90.3929,25.3,5.6,16.9
Willowmoore Park,2016-09-25,34.0087,-118.478,23.6,0.0,11.2
R Premadasa Stadium,2008-08-29,6.9269,79.8612,26.2,15.0,
"The Village, Malahide, Dublin",2021-07-11,53.4036,-6.1604,14.6,12.2,15.0
Barabati Stadium,2017-01-19,20.4602,85.8478,21.5,,4.2
"R Premadasa Stadium, Colombo",2023-09-15,6.9271,79.8612,26.9,7.9,3.6
"Junction Oval, Melbourne",2022-02-06,-37.8389,144.958,19.1,0.0,8.2
Southend Club Cricket Stadium,2015-10-06,24.79083017,67.053833118,29.1,0.0,10.0
Clontarf Cricket Club Ground,2011-08-25,53.3569,-6.2042,12.8,5.1,18.0
County Ground,2017-06-24,51.4729997747,-2.58382433136,15.1,,22.4
Bay Oval,2019-01-26,-37.6894,176.1642,,,
Rangiri Dambulla International Stadium,2004-02-22,7.89,80.8,,,
"County Ground, New Road",2015-07-26,52.2036,-2.2282,,,
Shere Bangla National Stadium,2010-01-04,23.75,90.4,13.1,0.0,
Wankhede Stadium,2019-02-22,18.9389,72.8258,25.8,,4.5
"Queens Sports Club, Bulawayo",2003-03-04,-20.1508,28.5786,,,
"Civil Service Cricket Club, Stormont, Belfast",2024-08-16,54.6024,-5.9337,14.7,0.0,17.7
"Kensington Oval, Bridgetown, Barbados",2021-07-20,13.1036,-59.6197,28.1,,30.5
"Moosa Cricket Stadium, Pearland",2022-06-12,29.51768,-95.32565,29.8,0.0,11.2
Bellerive Oval,2007-01-16,-18.9389,147.1861,,,
Bay Oval,2020-02-11,-37.6894,176.1642,,,
McLean Park,2015-03-04,-40.7122,176.8478,,,
Reliance Stadium,2005-11-12,19.1243,72.8818,25.9,,
Rangiri Dambulla International Stadium,2018-08-01,7.89,80.8,,,
Mannofield Park,2019-08-14,57.1436,-2.1181,12.1,0.0,12.0
Kennington Oval,2004-09-16,51.48,-0.1195,14.3,0.0,12.9
Willowmoore Park,2010-10-22,34.0087,-118.478,17.3,0.0,13.7
"R Premadasa Stadium, Colombo",2021-09-02,6.9271,79.8612,28.2,2.8,4.4
Shere Bangla National Stadium,2009-01-14,23.75,90.4,17.3,0.0,
"Queen's Park Oval, Port of Spain",2013-07-05,10.6936,-61.5215,28.3,0.0,8.1
Edgbaston,2007-08-27,52.4828,-1.8998,13.1,,14.2
Lord's,2018-07-14,51.5311,-0.2008,21.6,0.0,8.5
"Boland Park, Paarl",2022-01-21,-33.7225,18.9389,25.3,0.0,13.4
"VRA Ground, Amstelveen",2022-08-22,52.2928,4.9175,20.0,0.0,8.7
"Bready Cricket Club, Magheramason",2019-07-01,54.6892,-7.1919,,,
Trent Bridge,2013-06-05,52.9444,-1.1447,11.7,,14.0
Adelaide Oval,2012-03-06,-34.9285,138.6007,18.4,0.0,20.8
Pallekele International Cricket Stadium,2018-08-05,7.4833,80.65,28.4,0.0,
St George's Park,2005-10-30,-33.9598878271,25.6059959093,20.2,,18.1
Melbourne Cricket Ground,2009-01-16,-37.822,144.9635,16.3,0.0,
"Buffalo Park, East London",2024-04-09,-33.0247,27.9142,16.9,0.3,23.7
"The Rose Bowl, Southampton",2023-07-16,50.9244,-1.323316,16.7,0.3,22.1
Dubai International Cricket Stadium,2023-03-05,18.9389,72.8258,28.9,0.0,2.8
Harare Sports Club,2007-11-30,-17.815,31.0456,19.9,0.0,
"United Cricket Club Ground, Windhoek",2024-09-20,-22.5708,17.0819,20.6,0.0,12.2
Iqbal Stadium,2006-12-07,18.9389,72.8258,26.5,,
Sheikh Zayed Stadium,2008-11-12,24.4361,54.3896,26.2,,12.5
Harare Sports Club,2023-06-20,-17.815,31.0456,14.9,0.0,9.4
"MA Chidambaram Stadium, Chepauk",2011-03-17,13.0484,80.2116,26.9,,
"R Premadasa Stadium, Colombo",2024-01-11,6.9271,79.8612,27.2,0.0,3.5
"Boland Bank Park, Paarl",2003-02-19,-33.7208,18.9389,18.5,0.0,
Kinrara Academy Oval,2006-09-24,3.1236,101.6918,,,
"Sportpark Maarschalkerweerd, Utrecht",2021-06-04,52.0833,5.15,19.5,1.2,7.2
"R Premadasa Stadium, Colombo",2022-06-19,6.9271,79.8612,28.3,8.4,3.4
Harare Sports Club,2021-10-05,-17.815,31.0456,20.8,,12.8
Queens Sports Club,2016-11-19,-20.1692,28.5869,,,
Royal Chiangmai Golf Club,2022-11-26,18.8187,98.9607,26.4,1.4,3.8
"Grand Prairie Stadium, Dallas",2024-11-02,32.6667,-96.9928,22.2,0.2,13.2
Edgbaston,2015-06-09,52.4828,-1.8998,10.4,,16.1
The Rose Bowl,2010-09-22,34.1425,-118.1097,17.8,0.0,7.6
The Rose Bowl,2020-08-01,34.1425,-118.1097,27.1,0.0,9.4
Rangiri Dambulla International Stadium,2004-08-28,7.89,80.8,,,
Sydney Cricket Ground,2010-01-24,-33.8688,151.2093,21.8,3.8,19.3
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2018-10-24,17.6869,83.2119,27.9,,6.6
Multan Cricket Stadium,2022-06-10,30.2097,71.5142,35.7,0.0,21.3
Peter Burge Oval,2014-08-23,-18.9389,149.1372,,,
Sheikh Zayed Stadium,2021-01-18,24.4361,54.3896,21.8,0.0,6.2
M Chinnaswamy Stadium,2011-02-27,12.9694,77.6044,23.5,,9.8
"Wanderers Cricket Ground, Windhoek",2023-04-05,-22.5728,17.0811,24.2,0.0,10.8
Royal Chiangmai Golf Club,2022-11-24,18.8187,98.9607,24.9,1.1,6.8
Pallekele International Cricket Stadium,2015-07-15,7.4833,80.65,29.9,0.0,
Saurashtra Cricket Association Stadium,2020-01-17,21.9206,70.9011,,,
Eden Park,2016-01-31,-36.8427,174.766,22.3,0.0,12.6
Kennington Oval,2005-06-16,51.48,-0.1195,17.2,,16.3
Pallekele International Cricket Stadium,2024-11-17,7.4833,80.65,25.2,0.7,7.3
"Kensington Oval, Bridgetown, Barbados",2021-07-22,13.1036,-59.6197,28.3,,29.8
"Punjab Cricket Association Stadium, Mohali",2006-10-27,30.7348,76.7361,,,
Kingsmead,2015-01-16,-29.8567,31.0269,25.4,,25.7
Bay Oval,2019-01-29,-37.6894,176.1642,,,
"Queen's Park (New), St George's, Grenada",2003-06-01,12.0536,-61.7626,,,
Trent Bridge,2012-09-05,52.9444,-1.1447,13.2,,13.1
"Sabina Park, Kingston",2013-07-02,18.4814,-76.8008,,,
Riverside Ground,2008-06-15,18.52,73.8564,26.2,13.0,
Rangiri Dambulla International Stadium,2009-08-01,7.89,80.8,,,
"Beausejour Stadium, Gros Islet",2007-03-24,14.0031,-60.9786,27.0,,33.1
"Sardar Patel (Gujarat) Stadium, Motera",2005-04-12,18.9389,72.8258,29.1,0.0,
Gaddafi Stadium,2006-02-13,31.5299,74.344,20.9,,3.9
R Premadasa Stadium,2014-11-26,6.9269,79.8612,24.9,1.3,
Old Hararians,2018-03-17,-17.8306,31.0467,20.3,,
Newlands,2009-11-27,-33.9969,18.4716,21.3,,28.1
Multan Cricket Stadium,2022-06-08,30.2097,71.5142,35.8,0.0,16.5
"Old Trafford, Manchester",2003-07-03,53.4627,-2.2915,14.3,0.2,12.5
Sydney Cricket Ground,2008-02-24,-33.8688,151.2093,22.3,0.0,18.9
Providence Stadium,2013-07-16,18.9389,72.8258,27.3,8.9,
Pallekele International Cricket Stadium,2022-07-07,7.4833,80.65,27.1,0.0,14.6
The Rose Bowl,2019-06-05,34.1425,-118.1097,19.1,0.0,10.4
Westpac Stadium,2015-01-31,-41.2885,174.7806,17.7,0.0,18.9
Harare Sports Club,2011-08-14,-17.815,31.0456,18.4,,
R Premadasa Stadium,2015-11-01,6.9269,79.8612,26.6,11.7,
Castle Avenue,2019-05-05,53.3455,-6.2762,5.8,0.0,12.8
Harare Sports Club,2023-06-24,-17.815,31.0456,15.2,0.0,10.1
Senwes Park,2019-02-17,-26.7036,27.9122,,,
Kinrara Academy Oval,2006-09-18,3.1236,101.6918,,,
Lord's,2011-09-11,51.5311,-0.2008,16.5,3.6,21.3
"Brisbane Cricket Ground, Woolloongabba, Brisbane",2003-01-15,-27.4703,153.026,23.6,0.0,19.7
Edgbaston,2008-06-18,52.4828,-1.8998,13.6,,21.1
"Shere Bangla National Stadium, Mirpur",2024-03-21,23.8233,90.3917,22.5,4.5,10.6
Sheikh Zayed Stadium,2014-12-19,24.4361,54.3896,21.4,,8.8
Bellerive Oval,2008-02-26,-18.9389,147.1861,,,
"Kensington Oval, Barbados",2020-01-09,13.1018,-59.6168,26.9,,37.9
Senwes Park,2017-05-17,-26.7036,27.9122,,,
Shere Bangla National Stadium,2015-07-10,23.75,90.4,27.3,38.1,
Galle International Stadium,2017-07-02,6.9289,80.2192,,,
Eden Park,2017-03-04,-36.8427,174.766,20.7,0.0,21.8
Old Hararians,2018-03-08,-17.8306,31.0467,22.2,,
Saxton Oval,2015-02-16,18.5569,73.8287,23.5,,
Boland Park,2017-10-18,-26.12,28.1,17.6,,2.9
ICC Academy,2019-12-15,18.9389,72.8258,24.5,,3.2
University Oval,2021-03-20,-18.1439,178.4358,24.9,0.0,6.9
Sheikh Zayed Stadium,2017-04-02,24.4361,54.3896,29.8,,8.8
"M Chinnaswamy Stadium, Bengaluru",2023-11-09,12.9699,77.6012,23.1,0.0,9.6
"Wanderers Cricket Ground, Windhoek",2023-04-01,-22.5728,17.0811,23.2,0.0,9.7
Bay Oval,2018-02-28,-37.6894,176.1642,,,
"Queens Sports Club, Bulawayo",2021-11-15,-20.1508,28.5786,25.2,,18.0
R Premadasa Stadium,2009-09-08,6.9269,79.8612,28.1,2.3,
"Sir Vivian Richards Stadium, North Sound",2007-04-04,17.7411,-61.8487,,,
Brabourne Stadium,2013-02-11,18.9389,72.8258,27.9,,
"Castle Avenue, Dublin",2023-07-29,53.3414,-6.2626,15.3,3.2,20.3
Rangiri Dambulla International Stadium,2013-02-26,7.89,80.8,,,
McLean Park,2013-02-20,-40.7122,176.8478,,,
Queenstown Events Centre,2014-01-01,-45.0311,168.6628,,,
County Ground,2017-07-12,51.4729997747,-2.58382433136,15.5,,15.3
Melbourne Cricket Ground,2005-02-04,-37.822,144.9635,14.9,1.4,
"Maharashtra Cricket Association Stadium, Pune",2023-11-01,18.5171,73.8068,23.1,0.0,6.4
"National Stadium, Karachi",2024-04-23,24.9067,67.0825,29.1,0.0,15.2
"Goodyear Park, Bloemfontein",2003-03-08,-29.1167,26.2167,25.4,,
Shere Bangla National Stadium,2008-06-14,23.75,90.4,,,
"National Stadium, Karachi",2023-05-03,24.9067,67.0825,29.7,0.0,11.9
M Chinnaswamy Stadium,2013-11-02,12.9694,77.6044,22.9,2.0,8.7
"Castle Avenue, Dublin",2022-06-14,53.3414,-6.2626,13.9,0.0,11.4
Mangaung Oval,2005-02-02,-29.1136,26.2181,24.3,0.0,8.3
Rawalpindi Cricket Stadium,2003-12-05,33.5833,73.05,12.5,0.0,4.8
Rangiri Dambulla International Stadium,2014-08-30,7.89,80.8,,,
Gaddafi Stadium,2006-12-10,31.5299,74.344,15.1,0.0,4.6
Bellerive Oval,2014-01-26,-18.9389,147.1861,,,
Grace Road,2017-07-08,52.6328,-1.1358,17.5,,13.7
"Zahur Ahmed Chowdhury Stadium, Chattogram",2024-03-13,22.2353,91.7906,26.6,0.0,8.6
Multan Cricket Stadium,2008-01-27,30.2097,71.5142,8.6,0.0,
Sydney Cricket Ground,2008-03-02,-33.8688,151.2093,18.7,3.4,18.1
"National Cricket Stadium, St George's",2008-06-27,12.0536,-61.7535,27.6,,19.2
St George's Park,2016-02-06,-33.9598878271,25.6059959093,21.3,0.0,32.1
Newlands,2009-04-09,-33.9969,18.4716,18.4,,28.2
"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012-07-21,6.9389,81.0331,15.7,0.0,
Dubai International Cricket Stadium,2022-04-16,18.9389,72.8258,29.6,0.0,5.6
"Senwes Park, Potchefstroom",2024-04-17,-26.7186,27.1878,15.5,0.2,12.3
"The Royal & Sun Alliance County Ground, Bristol",2003-07-06,51.4544,-2.6039,14.9,,10.0
"United Cricket Club Ground, Windhoek",2023-03-30,-22.5708,17.0819,21.9,0.0,10.0
McLean Park,2012-02-09,-40.7122,176.8478,,,
Sophia Gardens,2017-06-06,51.4883,-3.1917,12.6,,41.4
Queens Sports Club,2010-06-01,-20.1692,28.5869,,,
County Ground,2017-06-29,51.4729997747,-2.58382433136,12.4,,9.1
"Kennington Oval, London",2022-07-12,51.4862,-0.1258,23.7,0.2,11.1
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2024-11-11,23.6344,58.5624,29.6,0.0,9.3
Rangiri Dambulla International Stadium,2009-01-28,7.89,80.8,,,
"Queen's Park Oval, Port of Spain",2010-06-03,10.6936,-61.5215,28.6,0.0,
The Rose Bowl,2012-08-28,34.1425,-118.1097,28.7,0.0,6.1
Central Broward Regional Park Stadium Turf Ground,2019-09-19,26.1328,-80.2189,27.1,0.0,20.3
St George's Park,2019-01-19,-33.9598878271,25.6059959093,18.7,0.0,36.0
Melbourne Cricket Ground,2015-02-26,-37.822,144.9635,18.6,0.0,15.1
"Cambusdoon New Ground, Ayr",2022-07-11,55.4367,-4.6327,17.8,0.0,12.4
Seddon Park,2020-01-30,-37.6817,175.2703,,,
Chevrolet Park,2012-01-17,-29.1166728666,26.203160854,24.2,,11.1
SuperSport Park,2017-02-10,-25.7906,28.2286,25.7,16.0,7.4
Willowmoore Park,2013-09-20,34.0087,-118.478,19.7,0.0,11.2
R Premadasa Stadium,2011-03-05,6.9269,79.8612,,,
"Seddon Park, Hamilton",2022-04-02,-37.7833,175.2786,,,
Nehru Stadium,2013-01-15,18.9389,72.8258,24.7,,
SuperSport Park,2011-10-19,-25.7906,28.2286,19.3,8.9,17.7
Seddon Park,2014-01-28,-37.6817,175.2703,,,
"R Premadasa Stadium, Colombo",2024-01-06,6.9271,79.8612,27.8,0.0,2.4
"New Wanderers Stadium, Johannesburg",2003-03-10,-26.2044,27.9506,19.7,,12.0
Rawalpindi Cricket Stadium,2004-10-09,33.5833,73.05,23.6,,
Senwes Park,2008-11-07,-26.7036,27.9122,,,
Edgbaston,2019-07-02,52.4828,-1.8998,15.1,,14.5
"The Village, Malahide, Dublin",2021-07-16,53.4036,-6.1604,19.3,0.0,8.6
"Sir Vivian Richards Stadium, North Sound",2014-02-28,17.7411,-61.8487,,,
County Ground,2010-07-10,51.4729997747,-2.58382433136,20.5,,16.2
R Premadasa Stadium,2009-09-11,6.9269,79.8612,27.9,0.0,
Allan Border Field,2017-10-22,-18.9389,149.1644,,,
Gaddafi Stadium,2008-06-24,31.5299,74.344,33.8,0.0,9.4
Trent Bridge,2006-09-08,52.9444,-1.1447,13.3,,7.6
"Kensington Oval, Bridgetown",2016-06-24,13.1039,-59.6178,27.9,,30.5
"Nehru Stadium, Poona",2003-11-03,18.5189,73.8557,25.6,0.0,
"John Davies Oval, Queenstown",2022-02-22,-45.0311,168.6608,14.8,3.4,14.3
"Sardar Patel Stadium, Motera",2006-10-08,18.9389,72.8258,27.5,,
Reliance Stadium,2019-10-09,19.1243,72.8818,28.5,3.0,9.2
JSCA International Stadium Complex,2013-01-19,23.3711,85.3306,20.3,,
"Wankhede Stadium, Mumbai",2023-12-28,18.9389,72.8258,26.4,0.0,1.1
Zahur Ahmed Chowdhury Stadium,2011-12-06,22.3911,91.8161,22.9,0.0,
"The Cooper Associates County Ground, Taunton",2024-05-26,50.9097,-3.0986,13.8,3.6,14.5
"Southend Club Cricket Stadium, Karachi",2022-06-05,24.9067,67.0619,30.7,0.0,24.5
"Punjab Cricket Association Stadium, Mohali",2011-03-11,30.7348,76.7361,,,
YMCA Cricket Club,2013-07-19,,,,,
Galle International Stadium,2018-09-11,6.9289,80.2192,,,
"Sir Vivian Richards Stadium, Antigua",2019-09-11,17.1172,-61.8465,29.2,,11.8
Grace Road,2017-07-15,52.6328,-1.1358,17.1,,19.9
"R Premadasa Stadium, Colombo",2021-07-23,6.9271,79.8612,28.0,1.0,7.1
"Tribhuvan University International Cricket Ground, Kirtipur",2022-11-18,27.6983,85.3109,14.8,0.0,6.1
Sheikh Zayed Stadium,2018-09-26,24.4361,54.3896,32.8,,9.3
Melbourne Cricket Ground,2015-01-18,-37.822,144.9635,16.0,0.0,21.1
"Basin Reserve, Wellington",2022-03-13,-41.3083,174.7767,16.8,0.0,35.4
Kingsmead,2005-02-27,-29.8567,31.0269,25.7,10.2,9.8
Shere Bangla National Stadium,2010-10-05,23.75,90.4,28.7,0.5,
"Brisbane Cricket Ground, Woolloongabba",2015-01-20,-27.4705,153.0269,25.4,35.8,15.5
Eden Park,2008-02-15,-36.8427,174.766,18.8,2.3,25.1
Queenstown Events Centre,2007-12-31,-45.0311,168.6628,,,
Queens Sports Club,2016-11-25,-20.1692,28.5869,,,
Harare Sports Club,2011-08-16,-17.815,31.0456,11.3,,
Dubai International Cricket Stadium,2018-09-21,18.9389,72.8258,28.0,2.0,4.6
Harare Sports Club,2015-10-03,-17.815,31.0456,24.0,0.0,
Rangiri Dambulla International Stadium,2010-08-28,7.89,80.8,,,
McLean Park,2010-03-03,-40.7122,176.8478,,,
"Punjab Cricket Association Stadium, Mohali",2009-11-02,30.7348,76.7361,,,
Greenfield International Stadium,2018-11-01,18.9389,72.8258,28.0,,3.1
Lord's,2015-09-05,51.5311,-0.2008,11.9,0.5,10.0
Kennington Oval,2019-06-09,51.48,-0.1195,15.5,0.5,10.5
Sheikh Zayed Stadium,2019-03-27,24.4361,54.3896,24.2,,16.5
Melbourne Cricket Ground,2022-11-22,-37.822,144.9635,11.4,3.2,19.0
Sharjah Cricket Association Stadium,2003-04-06,25.2086,55.3645,30.2,,12.9
"Moosa Cricket Stadium, Pearland",2022-06-11,29.51768,-95.32565,29.7,0.0,8.7
Feroz Shah Kotla,2011-10-17,28.63,77.2267,24.8,,5.1
Grace Road,2019-07-04,52.6328,-1.1358,17.4,,14.1
R Premadasa Stadium,2008-08-27,6.9269,79.8612,,,
"St Lawrence Ground, Canterbury",2022-09-21,51.2811,1.0898,14.1,0.1,6.2
Rawalpindi Cricket Stadium,2003-10-10,33.5833,73.05,21.2,0.0,7.2
"Beausejour Stadium, Gros Islet",2007-04-25,14.0031,-60.9786,,,
Feroz Shah Kotla,2011-03-09,28.63,77.2267,20.8,,11.6
"Brisbane Cricket Ground, Woolloongabba",2005-01-19,-27.4705,153.0269,24.2,0.0,17.0
Sharjah Cricket Stadium,2014-12-14,25.2086,55.5296,21.2,0.0,10.3
SuperSport Park,2016-02-09,-25.7906,28.2286,22.0,3.0,10.2
Kennington Oval,2011-06-28,51.48,-0.1195,19.4,7.9,10.3
"Shere Bangla National Stadium, Mirpur",2023-09-21,23.8233,90.3917,28.8,9.2,13.9
Zahur Ahmed Chowdhury Stadium,2011-10-18,22.3911,91.8161,26.6,0.3,
"Greenfield International Stadium, Thiruvananthapuram",2023-01-15,8.5286,76.9393,26.0,0.0,2.7
Dubai International Cricket Stadium,2019-03-29,18.9389,72.8258,28.5,,4.4
"Queen's Park Oval, Port of Spain",2007-03-23,10.6936,-61.5215,26.1,2.8,13.7
"Westpac Park, Hamilton",2003-01-14,-37.7778,175.1753,,,
Eden Park,2009-03-14,-36.8427,174.766,17.0,0.0,10.0
SuperSport Park,2005-11-06,-25.7906,28.2286,18.9,2.5,17.0
Colombo Cricket Club Ground,2017-02-15,6.9273,79.8536,28.7,18.8,
Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2021-10-01,23.6344,58.5624,32.2,,7.4
"Brisbane Cricket Ground, Woolloongabba",2010-11-07,-27.4705,153.0269,22.7,0.0,15.7
R Premadasa Stadium,2013-07-23,6.9269,79.8612,25.3,29.5,
"Narendra Modi Stadium, Ahmedabad",2024-10-24,23.0217,72.5605,29.6,0.0,6.2
Mannofield Park,2019-08-21,57.1436,-2.1181,13.2,0.6,16.3
